,Unnamed: 0,osmid,name,area,distance,water,university,centroid_long,centroid_lat,pixel_size,pixel_count,total_pixel_area
177,177,117580330,Hebbakka Kere,1332279.915786313,89106.79584292631,lake,Azim Premji University,77.07692950614727,13.413644985909466,5,53084,1327100
178,178,117698592,,1004023.4638474466,56132.86761988559,reservoir,Academy Of Maritime Education And Training,79.73606008568686,12.62374859557042,5,40374,1009350
179,179,117698597,,935713.1154781128,65053.0251432699,lake,Annamalai University,79.4243872765134,11.901635800827524,5,37356,933900
180,180,117698611,,1265931.6951570062,56744.97567209161,reservoir,Academy Of Maritime Education And Training,79.73769519022676,12.60013688231717,5,50878,1271950
181,181,117698614,,927400.800532707,62371.38738481895,reservoir,Annamalai University,79.33780401358877,11.798637093162304,5,37209,930225
182,182,117698660,,1275350.560288367,58856.253656293935,reservoir,Academy Of Maritime Education And Training,79.95565217662902,12.306952881398589,5,50847,1271175
183,183,117698716,Bahour Lake,3977257.657169956,45764.64948385809,lake,Annamalai University,79.73777540732438,11.82411751562604,5,159159,3978975
184,184,117699389,Perumal Tank,8622555.832336005,19872.58760524334,lake,Annamalai University,79.66827609662649,11.569767384634266,5,345641,8641025
185,185,117699391,Wellington Lake,15716289.74167697,73089.17940327429,reservoir,Annamalai University,79.08336298165034,11.431255443573605,5,625503,15637575
186,186,117765856,Tandava Reservoir,5796811.331327772,97635.72246741742,reservoir,Adikavi Nannaya University,82.45826372509237,17.634475176277498,5,230646,5766150
187,187,121060371,Kopili reservoir,18287137.978068363,77652.59501779033,reservoir,Assam University,92.69667670923673,25.50422341608028,5,732088,18302200
188,188,131550395,,924698.8549726544,66900.2007353062,pond,Azim Premji University,77.51655715493828,13.43718290900514,5,36584,914600
189,189,132558351,Ottu reservoir,2858436.28866025,77749.69815331999,reservoir,Adesh University,74.90568597836992,29.50019957019345,5,114378,2859450
