osmid,name,area,distance,water,university,centroid_long,centroid_lat
384854734,,839695.1698303699,18513.50335498919,lake,Academy Of Maritime Education And Training,80.07760476153722,12.833654038384125
386121032,,806198.2274556166,49432.24220031014,lake,Annamalai University,79.31067692145419,11.508229632401735
390944974,Jadhavwadi Lake,1084630.7849804107,47828.70113739223,reservoir,Ajeenkya D Y Patil University,73.72221294096103,18.780271709137246
397708446,,903831.2056939951,27541.59519294688,lake,Aliah University,88.69346913221088,22.587453429502325
397708452,,893126.9427479323,28668.572640339684,lake,Aliah University,88.70450180975922,22.58192160228899
397713338,,833143.2332661883,23278.631787864957,reservoir,Aliah University,88.64800030017302,22.541786368676025
397713339,,1010184.470068026,24765.261359604563,reservoir,Aliah University,88.66408638085389,22.549705587710296
425084398,Borchola Beel,1201332.7212138225,18363.73237123918,lake,Assam Womenï¿½S University,94.21883599493638,26.844801775073297
426589314,,859639.8210008948,52248.968888915115,lake,Alagappa University,78.77280162179774,10.547219251806222
426590705,,893190.0504974877,52031.96241640145,reservoir,Alagappa University,78.81304566271801,10.546039760535072
427303023,,907926.7218407223,54635.92542369521,reservoir,Alagappa University,78.82144843117524,10.569329933035275
429189628,,1705109.420255957,60171.38307956875,reservoir,Alagappa University,78.72070695732255,10.61368869929954
429383308,,980620.4262026307,55489.485003195,reservoir,Alagappa University,78.47372782445694,10.45750527820512
431342422,Ransai Reservoir,1333391.5216820696,8205.402249524246,reservoir,Amity University,73.07297274207723,18.89737474833931
441131128,,1291684.6689608686,71283.56623977989,reservoir,Alagappa University,79.02827354010212,10.680071680533961
444416893,Kavinadu Kanmaai,4175267.0835989146,32795.46409301664,reservoir,Alagappa University,78.77633085096396,10.37119205600011
458685317,,1596510.3942481177,6370.650028022738,reservoir,Amity University,81.99514413180071,21.36648950481955
465577318,,2154299.0104555646,64954.08319427777,lake,Anna University,79.64750646512749,12.904205451679715
481368169,Chandlai Lake,1221426.6513654962,26639.526639207343,reservoir,Amity University,75.87863157482795,26.695308004448766
486943399,Maidala Lake,1863447.1456698338,72206.05524868946,reservoir,Azim Premji University,77.19497455092562,13.313310850174762
497729127,Kanva Reservoir,3517644.4404792762,44868.55528404394,reservoir,Alliance University,77.2044770661294,12.735677477703248
497854750,,1027603.2592612437,66552.00858863084,reservoir,Alliance University,77.00519836090727,12.824708395617208
497854751,,1553956.3698134911,59399.12084997075,reservoir,Alliance University,77.07548485590398,12.857023119110025
502007343,,1752185.8914631184,78004.3274841028,lake,AKS University,80.58438994369807,25.112247932649932
504666760,Balancing Reservoir,1264961.5609025375,76456.04736468877,reservoir,Amity University,78.47001974906995,25.589811781003373
508130596,,1671102.8068893,67391.87793326081,reservoir,Awadesh Pratap Singh University,81.56579280185318,25.140491315260203
538380755,,899885.6313706858,40048.61611769691,lake,Alagappa University,79.16699332532134,10.057305260664528
542065368,,1458307.579985345,45327.69855472278,lake,Acharya Nagarjuna University,80.13091913169568,16.540162352817454
547301355,,1865534.0369184087,28247.12548192264,lake,Alagappa University,78.8593164096838,10.324852915528849
550688221,Victoria Lake Warwand,1667658.6276311895,34984.99228352012,lake,Ajeenkya D Y Patil University,74.41096455474008,18.43044643595896
551010509,Gagillapur,991435.62001239,95747.49081850702,lake,Acharya Ng Ranga Agricultural University,79.04110034677025,17.937367394221607
552187756,,1075175.8063563833,71398.46309955552,reservoir,Acharya Ng Ranga Agricultural University,77.74971134288197,17.154203376378387
559181927,,2339765.0765572595,91930.82971330931,lake,Adamas University,88.97245340140975,23.40900947405783
559850601,Gaurishankar Talav,1873109.567465407,84026.2503043335,lake,AURO University of Hospitality and Management,72.11726527835114,21.74380274982335
563802369,,1596748.5389801373,61098.99933565042,reservoir,Awadesh Pratap Singh University,80.97215351114001,25.005966249104393
568408655,বুকভরা বাওড়,1078561.6034858567,84578.26431420424,lake,Adamas University,89.1176788181851,23.174724676888317
586029356,,1397085.0447958577,25120.94877907526,lake,Alagappa University,78.85001477694422,10.297950130517398
596831199,mahboob sagar,989563.3928653746,44810.57418217152,lake,Acharya Ng Ranga Agricultural University,78.09647381790684,17.622565727103623
613998437,,1053571.1490561045,46419.30075616772,reservoir,Amrita Vishwa Vidyapeetham,77.02573138145118,10.429879017774988
625348583,Maramsilli Reservoir,19357057.10302295,69719.28991827839,reservoir,Ayush And Health Science University,81.6841028225656,20.519718007194875
629166419,,15046316.478504464,71512.41094965213,reservoir,Ayush And Health Science University,81.10962132579003,20.731646472031745
629799672,Musurumilli Reservoir,2345274.761942606,44769.910806371314,reservoir,Adikavi Nannaya University,81.77180435847625,17.388699988334952
629799674,,1301939.452213072,32272.464254827733,reservoir,Adikavi Nannaya University,81.68822960219944,17.244796838187742
631796072,,1025755.6191708641,27260.138604601038,reservoir,Anand Agricultural University,73.24242330371845,22.555587934182693
640614126,,1220383.0759356904,44130.15322661895,reservoir,Arni University,75.89678603240972,31.74171951957326
641992869,,989503.3897819592,12978.178369708166,reservoir,Academy Of Maritime Education And Training,80.14666451294367,12.682832996766937
642008292,,1058837.9382911853,15099.780553325523,reservoir,Academy Of Maritime Education And Training,80.1603581454955,12.647653391164848
653705468,,946978.2354343972,40646.246866475434,lake,Alagappa University,78.83286068960217,9.709790307536771
663450139,,1566731.3176329387,26794.065083674956,pond,Ahmedabad University,72.60892148492299,22.800510160603885
676643852,,2679175.2633947968,26264.568856797123,reservoir,Assam University,92.44938462332405,24.709896409315654
687382830,,1202134.616663998,77815.0738394778,reservoir,Ahmedabad University,71.93916183206443,22.626925394792043
711951076,Subbareddy Sagar,976961.1712875096,55363.40080957148,reservoir,Adikavi Nannaya University,82.20432741253585,17.338647078384405
736675076,,816739.4614615669,81216.24843681966,pond,Acharya Nagarjuna University,80.87419364695525,17.120075280060128
753178285,,1144403.0970775557,58302.02077240285,reservoir,Ajeenkya D Y Patil University,74.61151304947884,18.33817304432852
758417491,,1179031.8116074167,76408.26684444185,reservoir,Alagappa University,78.1371757704399,9.870812553045548
758417504,,1183439.6921284308,75406.03673961408,reservoir,Alagappa University,78.16925062328393,9.810399132158805
796758541,,828401.0815367998,89084.46433635923,lake,Amrita Vishwa Vidyapeetham,76.24526465875562,10.378218101317179
799069624,,820459.6238564156,94916.91224769535,reservoir,Acharya Ng Ranga Agricultural University,79.08673999528152,17.876748568064592
801963405,Konda Pochamma Sagar Reservoir,15433010.362938875,55051.216441963676,reservoir,Acharya Ng Ranga Agricultural University,78.68648260687196,17.745519836404124
803431303,Ponneri Lake,1951695.649725725,42816.35959700583,lake,Annamalai University,79.41910833376961,11.207147380865683
816313846,,4933251.206308657,98507.74203611327,reservoir,Ayush And Health Science University,81.02087442009201,21.827055072985562
817845484,,1182321.2036943128,17982.020914403467,reservoir,Amity University,81.78492891905836,21.464660271258225
830928059,,1062273.0915830445,35050.74360432818,reservoir,Anna University,79.94028998133805,13.138396026839088
831047456,,3273890.9484374416,32284.532199198333,reservoir,Anna University,79.9489836929613,12.934765972705703
831047472,,11178748.529277898,43683.986343930104,reservoir,Academy Of Maritime Education And Training,79.84600076612793,12.873408678570605
836921563,Sendh Lake,1319442.5451868002,19385.298295348766,lake,Ayush And Health Science University,81.81253337437018,21.203988180398973
854951467,Gundolav Pond,898074.2889640807,76677.0652534004,pond,Amity University,74.87355396768388,26.574885903098213
860065468,,7598469.580248056,60666.732746818016,reservoir,Amrita Vishwa Vidyapeetham,77.25637369449016,10.402568470555106
878392562,Nevta Lake,1361109.2236285526,8986.751710106664,lake,Amity University,75.68844889033818,26.803484267470314
887835211,,1465588.0059716182,50910.18001575816,pond,Annamalai University,79.31135714108305,11.559839419437088
888263917,,1151836.78914012,41075.790087789064,pond,Annamalai University,79.37698436717912,11.43182321164924
908108474,,2298000.6165380706,41626.846617061965,reservoir,Assam University,92.35981782799911,25.030127974371265
938141453,,975243.7712481195,94491.7578370767,reservoir,Awadesh Pratap Singh University,82.04598730939064,25.127219840163484
958389094,,1131436.665945613,56702.229161797055,reservoir,Amrita Vishwa Vidyapeetham,76.89962919141558,10.322793914756193
989004111,Thittewadi Bhandara,1254949.2305894606,24666.128023365847,reservoir,Ajeenkya D Y Patil University,74.0390641899328,18.81406100616464
995251562,,885330.5561392197,20543.42686452076,reservoir,Alagappa University,78.62739175590904,10.009168392405792
999679411,,968025.7845700548,65895.15550743532,basin,Alagappa University,78.58443124607554,9.52092259295974
1000877890,,1233456.585727032,61739.27481975832,reservoir,Annamalai University,79.31326646885931,11.059466085739754
1000877892,,2502578.409114375,61286.45600257177,reservoir,Annamalai University,79.30563317897057,11.07570457952068
1001772927,,989164.2768342118,77388.77782947707,basin,Anna University,79.99895266826971,13.670979550248443
1002016842,,967537.0126337939,78750.45761775368,basin,Anna University,79.96774056590931,13.672671243279229
1016927646,,901664.5650616793,22880.095134283933,reservoir,Alagappa University,78.59448039759698,10.095499182622188
1017103917,,1284551.226205429,87158.11419650966,lake,Alliance University,78.14173418415854,12.179565691152948
1031392197,,1161044.3848628679,99539.85661736621,reservoir,Atal Bihari Vajpai Hindi Vishwavidyalaya,76.69602973878382,23.80377404723412
1033940839,,1204491.4922273697,14158.486933499038,reservoir,Alagappa University,78.75552344626138,9.956593064571367
1038193507,Konal Ar Lake,991535.5390378818,88836.77417151525,reservoir,Amrita Vishwa Vidyapeetham,77.36785653499105,10.168435533522478
1046773084,,1622983.7976670153,65283.418301374084,pond,Andhra University,83.4856659372434,18.287275818425396
1047090959,,851563.7685228229,13070.799760513592,reservoir,Alagappa University,78.71336273525485,9.997145424225069
1047151667,,1463552.1172377344,13474.3041660994,reservoir,Alagappa University,78.69304591319442,10.019986922978504
1073092381,Vandiyur Lake,2268604.195700205,72417.50019216734,reservoir,Alagappa University,78.15768450141887,9.93431337144848
1092686472,Budigere Lake,1442322.3704413536,33923.24683879754,pond,Azim Premji University,77.74532378429863,13.146120202296066
1096342570,Kopra Dam,1585245.108272681,75648.40216316261,reservoir,Amity University,82.05108305144991,22.06585511168055
1125649701,,968200.4580719265,50861.049979989046,reservoir,Azim Premji University,77.50856257472417,13.283837340933108
1145168710,,1278570.52273419,39267.927783542145,lake,Anand Agricultural University,73.36011638450174,22.472372376102825
1163338210,Aachan kulam,948080.1899470662,15522.922421832785,lake,Avinashilingam Institute For Home Science & Higher Education For Women,77.09491772309934,11.044498982456318
1177288809,,913932.7780545716,85607.21863110935,lake,Azim Premji University,78.24686667112907,13.370993140889126
1177403330,,1191508.7071861604,44110.88031636516,pond,Azim Premji University,78.00264333824055,13.070063827616753
1205917796,,1999631.6004813078,35151.65155143489,reservoir,AKS University,80.94176699875987,24.147511381272686
1214067085,,7475073.013460569,98443.65212958794,reservoir,Adikavi Nannaya University,82.45403706374394,17.648126804472916
1226794641,,1114722.731996145,45748.19856836136,lake,Anna University,79.81964953956576,13.075956514652919
1240265324,,1683983.8962182119,26600.56592447549,lake,Amity University,75.87857519776101,26.696595177822005
1243378568,,888642.8103857398,26726.151333075362,pond,Andhra University,83.33277453372352,17.959977807825418
1245490955,,1006718.32690833,20547.893112090074,lake,Acharya Nagarjuna University,80.49471700934649,16.635923727492358
1253868344,,1172098.8489943014,76093.20850746396,pond,Anna University,80.05667325976542,13.676134045979222
1257716716,Araniar Reservoir,11807313.907414952,71306.49915362766,reservoir,Anna University,79.72428300937362,13.415949638435805
1259051386,,1324946.915757905,70866.96660630032,pond,Anna University,79.69792656582416,13.37466445475367
1271042227,,1778922.3405663467,73825.05688575364,pond,Acharya Nagarjuna University,79.94361058357809,16.13157786948112
1271092037,,1288963.8471580844,74730.61653514355,pond,Acharya Nagarjuna University,80.01925928285573,16.0137053231015
1273092884,,1076162.6785395963,14120.632506670685,pond,Acharya Nagarjuna University,80.56993870520999,16.582779839478878
1284620931,,1098475.1020086012,47644.587543476475,pond,Acharya Nagarjuna University,80.19417701200113,16.721407568874252
1286534028,,5022915.462955237,37783.04946042943,lake,Amity University,73.42846004382503,18.77848284309099
1288299018,,1123595.8627134634,49607.18303961232,lake,Adamas University,88.39107670944493,23.18820633334406
1305543054,,1036690.5638048054,17787.735627455935,pond,Adikavi Nannaya University,81.93682145572352,17.114065283988964
1306977512,,845630.5067352412,20605.772132711703,pond,Adikavi Nannaya University,81.80598707314788,17.172767353779278
1312671210,,805171.5101674206,22667.72644208262,pond,Acharya Nagarjuna University,80.62641628365316,16.647077495403853
11325236_2,,1515301.0007872977,51642.414092074214,,Adikavi Nannaya University,81.75796092617216,17.44951306816215
11913421_0,,862749.2812258643,95540.20998377843,,Amity University,82.66992287675967,20.866141268656254
11913421_1,,1561140.4557253565,96662.9260459219,,Amity University,82.67342378933772,20.853836808212648
13346368_1,,5019919.727187712,73761.54351456862,,Awadesh Pratap Singh University,81.1471618425296,25.210484599986728
1868190_0,,3262786.562882651,3920.423949122335,,Atal Bihari Vajpai Hindi Vishwavidyalaya,77.392836466525,23.198232546270518
7538927_0,,1949978.404129107,87846.22677148106,,Azim Premji University,77.06544883783441,13.385130055837008
8066764_1,,17312954.91726805,62145.8723994125,,Atal Bihari Vajpai Hindi Vishwavidyalaya,77.4842886694696,23.769655072617827
